"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"ACSM2","","Acarospora smaragdula","","","","","","","","",""
"ACSO2","","Acarospora socialis","","","","","","","","",""
"ACSP6","","Acarospora sparsa","","","","","","","","",""
"ACST2","","Acarospora stapfiana","","","","","","","","",""
"ACST3","","Acarospora strigata","","","","","","","","",""
"ACSU5","","Acarospora succedens","","","","","","","","",""
"ACSU6","","Acarospora superfusa","","","","","","","","",""
"ACTE5","","Acarospora tenebrica","","","","","","","","",""
"ACTE6","","Acarospora terricola","","","","","","","","",""
"ACTH4","","Acarospora thamnina","","","","","","","","",""
"ACTH5","","Acarospora thelococcoides","","","","","","","","",""
"ACTH6","","Acarospora thermophila","","","","","","","","",""
"ACTO4","","Acarospora tongleti","","","","","","","","",""
"ACTU2","","Acarospora tucsonensis","","","","","","","","",""
"ACUT","","Acarospora utahensis","","","","","","","","",""
"ACVE4","","Acarospora veronensis","","","","","","","","",""
"ACWA2","","Acarospora washingtonensis","","","","","","","","",""
"ACAUL","","Acaulon","","","","","","","","",""
"ACMU5","","Acaulon muticum","","","","","","","","",""
"ACMUM","","Acaulon muticum var. muticum","","","","","","","","",""
"ACMUR","","Acaulon muticum var. rufescens","","","","","","","","",""
"ACSC8","","Acaulon schimperianum","","","","","","","","",""
"ACTR4","","Acaulon triquetrum","","","","","","","","",""
"ACER","","Acer","","","","","","","","",""
"ACFR","","Acer ×freemanii","Perennial","","","","","","","",""
"ACBU4","","Acer buergerianum","","","","","","","","",""
"ACCA5","","Acer campestre","Perennial","","","","","","","",""
"ACCI","","Acer circinatum","Perennial","Spring and Summer","Green","5.5","7.5","24","80","Tolerant","-13"
"ACCI5","","Acer cissifolium","","","","","","","","",""
"ACDI12","","Acer diabolicum","","","","","","","","",""
"ACFL","","Acer floridanum","Perennial","","","","","","","",""
"ACGI","","Acer ginnala","Perennial","Spring and Summer","Green","6.1","7.5","30","60","Intermediate","-28"
"ACGL","","Acer glabrum","Perennial","Spring and Summer","Green","5.8","7.5","9","60","Intermediate","-43"
"ACGLD3","","Acer glabrum var. diffusum","Perennial","","","","","","","",""
"ACGLD4","","Acer glabrum var. douglasii","Perennial","Spring and Summer","Green","5.5","7.5","16","50","Tolerant","-13"
"ACGLG2","","Acer glabrum var. glabrum","Perennial","","","","","","","",""
"ACGLG","","Acer glabrum var. greenei","Perennial","","","","","","","",""
"ACGLN2","","Acer glabrum var. neomexicanum","Perennial","","","","","","","",""
"ACGLT2","","Acer glabrum var. torreyi","Perennial","","","","","","","",""
"ACGR3","","Acer grandidentatum","Perennial","Spring and Summer","Green","6.0","8.0","16","30","Intermediate","-31"
"ACGRG","","Acer grandidentatum var. grandidentatum","Perennial","","","","","","","",""
"ACGRS","","Acer grandidentatum var. sinuosum","Perennial","","","","","","","",""
"ACGR14","","Acer griseum","","","","","","","","",""
"ACJA2","","Acer japonicum","Perennial","","","","","","","",""
"ACLE","","Acer leucoderme","Perennial","","","","","","","",""
"ACLE2","","Acer leucoderme × saccharum","Perennial","","","","","","","",""
"ACMA3","","Acer macrophyllum","Perennial","Spring and Summer","Green","4.8","7.2","22","260","Intermediate","-14"
"ACNE2","","Acer negundo","Perennial","Spring and Summer","Green","5.0","7.8","15","75","Tolerant","-46"
"ACNEA","","Acer negundo var. arizonicum","Perennial","","","","","","","",""
"ACNEC2","","Acer negundo var. californicum","Perennial","","","","","","","",""
"ACNEI2","","Acer negundo var. interius","Perennial","","","","","","","",""
"ACNEN","","Acer negundo var. negundo","Perennial","","","","","","","",""
"ACNET","","Acer negundo var. texanum","Perennial","","","","","","","",""
"ACNEV","","Acer negundo var. violaceum","Perennial","","","","","","","",""
"ACNI5","","Acer nigrum","Perennial","Spring and Summer","Green","4.5","7.3","24","60","Tolerant","-47"
"ACOP3","","Acer opalus","","","","","","","","",""
"ACOPO","","Acer opalus ssp. obtusatum","","","","","","","","",""
"ACPA2","","Acer palmatum","Perennial","","","","","","","",""
"ACPE","","Acer pensylvanicum","Perennial","Spring and Summer","Green","4.4","6.5","24","76","Tolerant","-47"
"ACPL","","Acer platanoides","Perennial","Spring and Summer","Red","4.8","6.8","24","60","Intermediate","-33"
"ACPS","","Acer pseudoplatanus","Perennial","Spring and Summer","Yellow-Green","5.8","7.0","32","60","Intolerant","-23"
"ACRU","","Acer rubrum","Perennial","Spring and Summer","Green","4.7","7.3","25","80","Intermediate","-47"
"ACRUD","","Acer rubrum var. drummondii","Perennial","","","","","","","",""
"ACRUR","","Acer rubrum var. rubrum","Perennial","","","","","","","",""
"ACRUT","","Acer rubrum var. trilobum","Perennial","","","","","","","",""
"ACSA2","","Acer saccharinum","Perennial","Spring and Summer","Green","4.0","7.3","20","70","Intermediate","-47"
"ACSA3","","Acer saccharum","Perennial","Spring and Summer","Green","3.7","7.9","22","80","Tolerant","-47"
"ACSAS","","Acer saccharum var. saccharum","Perennial","","","","","","","",""
"ACSAS2","","Acer saccharum var. schneckii","Perennial","","","","","","","",""
"ACSP2","","Acer spicatum","Perennial","Spring and Summer","Green","4.8","7.0","30","70","Tolerant","-47"
"ACTA80","","Acer tataricum","Perennial","","","","","","","",""
"ACTAT2","","Acer tataricum var. torminaloides","","","","","","","","",""
"ACHIL","","Achillea","","","","","","","","",""
"ACAE2","","Achillea aegyptiaca","","","","","","","","",""
"ACAG","","Achillea ageratifolia","","","","","","","","",""
"ACAG3","","Achillea ageratum","Perennial","","","","","","","",""
"ACAL17","","Achillea alpina","Perennial","","","","","","","",""
"ACBI6","","Achillea biserrata","","","","","","","","",""
"ACCA29","","Achillea cartilaginea","","","","","","","","",""
"ACCH6","","Achillea chrysocoma","","","","","","","","",""
"ACCL3","","Achillea clavennae","","","","","","","","",""
"ACCL4","","Achillea clusiana","","","","","","","","",""
"ACCL5","","Achillea clypeolata","","","","","","","","",""
"ACCO19","","Achillea collina","","","","","","","","",""
"ACCO20","","Achillea conferta","","","","","","","","",""
"ACCR3","","Achillea crithmifolia","","","","","","","","",""
"ACDI6","","Achillea distans","Perennial","","","","","","","",""
"ACDIT","","Achillea distans ssp. tanacetifolia","","","","","","","","",""
"ACER7","","Achillea erba-rotta","","","","","","","","",""
"ACERR","","Achillea erba-rotta ssp. rupestris","","","","","","","","",""
"ACFI","","Achillea filipendulina","Perennial","","","","","","","",""
"ACGR12","","Achillea grandifolia","","","","","","","","",""
"ACIM6","","Achillea impatiens","","","","","","","","",""
"ACLI2","","Achillea ligustica","Perennial","","","","","","","",""
"ACLI7","","Achillea lingulata","","","","","","","","",""
"ACMA15","","Achillea macrocephala","","","","","","","","",""
"ACMA13","","Achillea macrophylla","","","","","","","","",""
"ACMI2","","Achillea millefolium","Perennial","Spring","Green","6.0","8.0","8","60","Intermediate","-38"
"ACMIA","","Achillea millefolium var. alpicola","Perennial","","","","","","","",""
"ACMIA2","","Achillea millefolium var. arenicola","Perennial","","","","","","","",""
"ACMIB","","Achillea millefolium var. borealis","Perennial","","","","","","","",""
"ACMIC","","Achillea millefolium var. californica","Perennial","","","","","","","",""
"ACMIG","","Achillea millefolium var. gigantea","Perennial","","","","","","","",""
"ACMIL2","","Achillea millefolium var. litoralis","Perennial","","","","","","","",""
"ACMIM5","","Achillea millefolium var. megacephala","Perennial","","","","","","","",""
"ACMIM2","","Achillea millefolium var. millefolium","Perennial","","","","","","","",""
"ACMIN","","Achillea millefolium var. nigrescens","Perennial","","","","","","","",""
"ACMIO","","Achillea millefolium var. occidentalis","Perennial","Spring","Green","6.0","8.0","8","26","Intermediate","-38"
"ACMIP","","Achillea millefolium var. pacifica","Perennial","","","","","","","",""
"ACMIP2","","Achillea millefolium var. puberula","Perennial","","","","","","","",""
"ACNO","","Achillea nobilis","Perennial","","","","","","","",""
"ACOD2","","Achillea odorata","","","","","","","","",""
"ACPA11","","Achillea pannonica","Perennial","","","","","","","",""
"ACPT","","Achillea ptarmica","Perennial","","","","","","","",""
"ACPY5","","Achillea pyrenaica","","","","","","","","",""
"ACSE10","","Achillea setacea","","","","","","","","",""
"ACSI","","Achillea sibirica","Perennial","","","","","","","",""
"ACUM","","Achillea umbellata","","","","","","","","",""
"ACHLY","","Achlys","","","","","","","","",""
"ACCA6","","Achlys californica","Perennial","","","","","","","",""
"ACTR","","Achlys triphylla","Perennial","","","","","","","",""
"ACHNA","","Achnatherum","","","","","","","","",""
"ACBL","","Achnatherum ×bloomeri","Perennial","","","","","","","",""
"ACAR14","","Achnatherum aridum","Perennial","","","","","","","",""
"ACBR5","","Achnatherum brachychaetum","Perennial","","","","","","","",""
"ACBR6","","Achnatherum bromoides","","","","","","","","",""
"ACCA30","","Achnatherum calamagrostis","","","","","","","","",""
"ACCA34","","Achnatherum capense","Annual","","","","","","","",""
"ACCA36","","Achnatherum caragana","","","","","","","","",""
"ACCA31","","Achnatherum caudatum","Perennial","","","","","","","",""
"ACCL7","","Achnatherum clandestinum","Perennial","","","","","","","",""
"ACCO22","","Achnatherum contractum","Perennial","","","","","","","",""
"ACCO21","","Achnatherum coronatum","Perennial","","","","","","","",""
"ACCU6","","Achnatherum curvifolium","Perennial","","","","","","","",""
"ACDI10","","Achnatherum diegoense","Perennial","","","","","","","",""
"ACEM4","","Achnatherum eminens","Perennial","","","","","","","",""
"ACHE10","","Achnatherum hendersonii","Perennial","","","","","","","",""
"ACHY","","Achnatherum hymenoides","Perennial","Spring, Summer, Fall","Green","6.6","8.6","8","16","Intolerant","-36"
"ACLA8","","Achnatherum latiglume","Perennial","","","","","","","",""
"ACLE8","","Achnatherum lemmonii","Perennial","","","","","","","",""
"ACLEL","","Achnatherum lemmonii var. lemmonii","Perennial","Spring, Summer, Fall","Green","6.0","7.5","10","20","Intolerant","-28"
"ACLEP","","Achnatherum lemmonii var. pubescens","Perennial","","","","","","","",""
"ACLE9","","Achnatherum lettermanii","Perennial","Spring, Summer, Fall","Green","6.0","7.6","6","20","Intolerant","-28"
"ACLO7","","Achnatherum lobatum","Perennial","","","","","","","",""
"ACNE9","","Achnatherum nelsonii","Perennial","","","","","","","",""
"ACNED","","Achnatherum nelsonii ssp. dorei","Perennial","Spring and Summer","Green","6.8","8.0","6","20","Intolerant","-28"
"ACNEN2","","Achnatherum nelsonii ssp. nelsonii","Perennial","","","","","","","",""
"ACNE10","","Achnatherum nevadense","Perennial","","","","","","","",""
"ACOC3","","Achnatherum occidentale","Perennial","","","","","","","",""
"ACOCC","","Achnatherum occidentale ssp. californicum","Perennial","","","","","","","",""
"ACOCO","","Achnatherum occidentale ssp. occidentale","Perennial","Spring and Summer","Green","5.7","7.5","8","14","Intermediate","-28"
"ACOCP","","Achnatherum occidentale ssp. pubescens","Perennial","","","","","","","",""
"ACPA13","","Achnatherum parishii","Perennial","","","","","","","",""
"ACPAD","","Achnatherum parishii var. depauperatum","Perennial","","","","","","","",""
"ACPAP","","Achnatherum parishii var. parishii","Perennial","","","","","","","",""
"ACPE12","","Achnatherum pekinense","","","","","","","","",""
"ACPE13","","Achnatherum perplexum","Perennial","","","","","","","",""
"ACPI2","","Achnatherum pinetorum","Perennial","","","","","","","",""
"ACRI8","","Achnatherum richardsonii","Perennial","","","","","","","",""
"ACRO7","","Achnatherum robustum","Perennial","","","","","","","",""
"ACSC11","","Achnatherum scribneri","Perennial","","","","","","","",""
"ACSP12","","Achnatherum speciosum","Perennial","Spring and Summer","Green","6.0","7.7","6","14","Intolerant","-13"
"ACSP8","","Achnatherum splendens","","","","","","","","",""
"ACST7","","Achnatherum stillmanii","Perennial","","","","","","","",""
"ACSW3","","Achnatherum swallenii","Perennial","","","","","","","",""
"ACTH7","","Achnatherum thurberianum","Perennial","Spring and Summer","Gray-Green","6.0","7.5","6","16","Intolerant","-23"
"ACWA","","Achnatherum wallowaense","Perennial","","","","","","","",""
"ACWE3","","Achnatherum webberi","Perennial","","","","","","","",""
"ACHNE","","×Achnella","","","","","","","","",""
"ACCA32","","×Achnella caduca","Perennial","","","","","","","",""
"ACHYR","","Achyrachaena","","","","","","","","",""
"ACMO2","","Achyrachaena mollis","Annual","","","","","","","",""
"ACHYR2","","Achyranthes","","","","","","","","",""
"ACAS","","Achyranthes aspera","Perennial, AN","","","","","","","",""
"ACASA","","Achyranthes aspera var. aspera","Annual, Perennial","","","","","","","",""
"ACASP","","Achyranthes aspera var. pubescens","Perennial, AN","","","","","","","",""
"ACBI9","","Achyranthes bidentata","","","","","","","","",""
"ACCA37","","Achyranthes canescens","","","","","","","","",""
"ACJA","","Achyranthes japonica","Perennial","","","","","","","",""
"ACJAH","","Achyranthes japonica var. hachijoensis","Perennial","","","","","","","",""
"ACMU2","","Achyranthes mutica","Perennial","","","","","","","",""
"ACSP3","","Achyranthes splendens","Perennial","","","","","","","",""
"ACSPA2","","Achyranthes splendens var. atollensis","Perennial","","","","","","","",""
"ACSPR2","","Achyranthes splendens var. rotundata","Perennial","","","","","","","",""
"ACSPS","","Achyranthes splendens var. splendens","Perennial","","","","","","","",""
"ACHYR3","","Achyronychia","","","","","","","","",""
"ACCO3","","Achyronychia cooperi","Annual","","","","","","","",""
"ACICA","","Acicarpha","","","","","","","","",""
"ACTR2","","Acicarpha tribuloides","Annual","","","","","","","",""
"ACIDA","","Acidanthera","","","","","","","","",""
"ACINO","","Acinos","","","","","","","","",""
"ACAR2","","Acinos arvensis","Annual, Perennial","","","","","","","",""
"ACIPH","","Aciphylla","","","","","","","","",""
"ACFE2","","Aciphylla ferox","","","","","","","","",""
"ACISA","","Acisanthera","","","","","","","","",""
"ACQU","","Acisanthera quadrata","Annual, Perennial","","","","","","","",""
"ACLEI","","Acleisanthes","","","","","","","","",""
"ACAC","","Acleisanthes acutifolia","Perennial","","","","","","","",""
"ACAN2","","Acleisanthes anisophylla","Perennial","","","","","","","",""
"ACCR","","Acleisanthes crassifolia","Perennial","","","","","","","",""
"ACLO2","","Acleisanthes longiflora","Perennial","","","","","","","",""
"ACOB2","","Acleisanthes obtusa","Perennial","","","","","","","",""
"ACWR3","","Acleisanthes wrightii","Perennial","","","","","","","",""
"ACMEL","","Acmella","","","","","","","","",""
"ACDE5","","Acmella decumbens","Perennial","","","","","","","",""
"ACGR17","","Acmella grandiflora","Annual","","","","","","","",""
"ACIO","","Acmella iodiscaea","Annual","","","","","","","",""
"ACOP","","Acmella oppositifolia","Perennial","","","","","","","",""
